ReviewerID,P_interests,O_interests,P_intentions,O_intentions,product_preferences
A83SKVJNOT7B3,"romance, suspense, happily ever after, characters, relationships, love stories, emotion, drama","sports, clubs, motorcycle clubs, addictions, relationships, characters, stories","relaxing, enjoyable, emotional, romantic, suspenseful, hot, sexy","predictable, easy, free, interesting, typical, amount","happily ever after stories, romance novels, short reads, emotional stories, hot sex scenes, action-packed stories, realistic characters, mix of humor and sadness"
A85LSXS3F2GYC,Romance,Other interests not specified,Read and enjoy the story,Critique and provide feedback,Romance novels
A86KXT0G63WEO,"romance, sexy romance, sweet romance, paranormal romance, love stories, happy endings","private investigators, strong women, couples, relationships, emotions, trust, family, love","reading romance novels, watching relationships take shape, finding love, fighting for love","solving mysteries, helping others, working together, trying to move on, letting go","fast-paced stories, sweet stories, paranormal romance, romance books, happy endings"
A8A49ZBLUK9BQ,Romance,Mystery,Reading,Recommendation,Novels
A8A4LKHUV6QB0,"romance, sci-fi/fantasy, western, drama, comedy","mystery, young adult, Amish, life, technology, entrepreneurship","read, enjoy, learn, be entertained","start a business, brush up on French, escape, be entertained, learn","books, e-books, novellas, series, romance novels, sci-fi/fantasy, western, drama, comedy"
A8FRLKQLNUKNP,Fantasy series,Reading series all at once,Recommended to others,Look forward to reading more from the author,E-book series
A8GJTOH46N3UK,romance,erotica,review,recommend,romance novels
A8K7ZXXGDS9CU,Romance,"LGBTQ+ Issues, Relationships, Angst",Read and Review,To Understand Characters Better," eBooks, Romance Novels"
A8MTDB180W1XE,Fantasy and Adventure,Romance and Relationships,Read a new series,Judge the author's writing style,"Short, free, and clean stories"
A8Q2ZFOHTVSCV,Romance,"Mystery, Thriller, Action, Adventure, Fantasy","Entertainment, Relaxation, Engagement","Escape, Excitement, Involvement","Romance Novels, Thrillers, Science Fiction, Fantasy"
A8RL5L4BJTEMB,romance,"cozy mysteries, light hearted fun, quick reads","reading for enjoyment, looking for a good love story","solving mysteries, enjoying a relaxing afternoon","boxed sets, romantic and erotic stories, steamy scenes"
A8Y08J4KOHAB8,"romance, shifters, BBW, cougar","series, funny, witty, strong, independent women","reading, enjoying Celia Kyle's books","protecting, mating","short stories, paranormal romance"
A8YEACZ8PNV5Z,clean romance,"family, Christian novels","read a fun, light-hearted romance","find challenging Christian novels, enjoy sweet love stories",Christian romance novels
A916DXE9W36GF,romance novels,"sports, history, television, movies, books, music","reading, writing, recommending","reviewing, enjoying","romance novels, sports romances, second chance romances, historical romances"
A956O72VO20Y,Romance novels,Mystery and suspense,To find love and happiness,To uncover the truth and solve mysteries,Contemporary romance novels with a mix of mystery and suspense
A98XBNRFXW0BJ,"reading, laugh, cry, adventure, suspense","supporting characters, founding fathers, lesson, message","laugh, cry, enjoy","relieve history, learn, praise","books, series, stories"
A99KVVV7NFPBP,Romance,Emotional stress,Follow an emotional journey,Overcome personal struggles,Romance novels
A9AQP8CGZ91IH,romance,"drama, humor",highly recommend,fell in love,book
A9DHG0VJ54YZH,family,"mystery, adventure",to resolve family conflicts,to solve a mystery,"light, feel-good stories"
A9DXGM6YGV14D,reading,unknown,purchase,unknown,books
A9G85AO0S9UTB,self-help books,"thriller, suspense, and adventure stories","to read, learn, and get inspiration",to be entertained and enthralled,"non-fiction, fiction, and inspiring books"
A9GPEIJ6JS3UE,"Crime, Thriller, Mystery, Science Fiction, Action","Horror, Fantasy, Paranormal, Adventure, Survival","Solve Mysterious Cases, Investigate Supernatural Events, Protect Innocent People, Uncover Hidden Truths","Overcome Adversity, Fight for Survival, Unite Diverse Groups, Discover New Abilities","Police Procedurals, Fast-Paced Thrillers, Science Fiction Novels, Fantasy Series, Action-Packed Adventures"
A9M7TOUJ3N4OE,reading this series,dragon shifter stories,read more of the series,wait for more books,books in a series
A9ND166CX91HI,Blind Seduction,"Team Red novella, The Academy, magic, fairies, dragons","relearn, find love, fight for survival","develop skills, learn loyalty and friendship",young adult fantasy book
A9P8EQ80G42U6,story line,"characters, pacing",liked the story,improve the writing and character development,book
A9R74H37XN10V,Binge-watching shows and reading stories about drama and romance,Learning about abusive relationships and generational curses,Discussing favorite TV shows and books,Warning others about the dangers of abuse and addiction,Serialized fiction like books or TV shows
AA1UMDOV44T2Q,Romance series,"Mystery novels, Russian mafia romance",Recommend good series,"Improve storytelling, provide more value","Paperback books, Romance novels"
AA5FVX2OWISH1,romance,"mystery, science fiction, steampunk, alternate history",read more books,"write less ambitious stories, correct errors in books","books with realistic storylines, nice pacing, and minimal errors"
AA5HLEE8ND8TJ,"intriguing story, suspense, mystery, young woman, abusive relationship","good story, well developed characters",escape abusive relationship,empathize with characters,"vegetarian meals, easy recipes"
AA7BT35X9DZY,Romance/Love Stories,"Drama, Mystery, Thriller",Read Enjoyed Elegant Beautiful,"Movie Adaptation, More Books, More Drama",Romance Novels with Hot and Emotional Endings
AA9PKGS1AJS9V,"Fantasy romance, adventure, family relationships, character development",,Become engaged with the story and characters,,"Romance series, novels with cliffhangers, engaging storylines"
AAADYWOGSQ758,Romance,Mystery,Recommend books,Discuss and review,Audiobooks and ebooks
AAATLN9UJSA3G,books,"series, romance, mystery, thriller, paranormal activity","read, recommend, enjoy","learn, investigate, protect","books, series, romance"
AADQ6NNXA2CNN,short stories,recipes,critique and provide feedback,support authors and appreciate their work,boxed sets
AAEEW5LOD21R8,romance,"biker, dragons, alpha men, alpha women, dystopian","reading, following series","waiting for next book, getting more","biker romance, paranormal romance, dystopian romance"
AAEIK0DZ1F537,"Romance, Drama, Mystery, Fantasy, Paranormal, Women's Fiction, Historical Fiction, Science Fiction, Action, Adventure, Suspense, Contemporary, Humor","Romantic Comedy, Amish Romance, Western Romance, Fantasy Romance, Paranormal Romance, Historical Romance, Science Fiction Romance, Mystery, Thriller, Humor, Adventure","Escape, Enthrall, Entertain, Delight, Inspire, Engage, Intrigue","Entertain, Delight, Amuse, Engage, Intrigue, Surprise","Romance novels, Fantasy novels, Paranormal novels, Historical novels, Science Fiction novels, Mystery novels, Thriller novels, Humorous novels, Women's Fiction novels"
AAI3TWEK3BZPC,Romance,Suspense,Entertain,Investigate,Books
AAIDLB38IY7R6,romance,"mystery, suspense, western, historical, Christian fiction","to read a clean, engaging story","to explore the faith element, to follow a character's journey","Christian fiction, clean romance"
AAKO4YAM9BZE5,"Romance, Historical Fiction, Paranormal, Suspense, Novellas","Short stories, Series, Cowboy, Sheriff, Shifters, Alpha Males","Read for enjoyment, Give a try if free","Expand upon the story, Pay if the price is right","Short novellas, Free reads, Historical romances, Paranormal suspense"
AALCQ67H5TY5L,Thriller,"Political Fiction, Fantasy",Read a suspenseful story,Support a series,E-book
AAM0UH7JVBN6O,"suspense, car chases, exotic locations","drug cartels, undercover cops, FBI, CIA","read a fast-paced, gripping tale",continuing reading the series,romance novels
AAMV50YDS8U4N,children's books,illustrations,recommend,read,children's books
AANI9E9T63MOG,:[,:[,:[,:[,:[
AAO6QIF5RUMS2,books,series,keep up the good work,wait for the next book,books
AAO6Y5B4GK47Z,"Western fiction, historical fiction","Short stories, blended family, suspense","Recommend series, enjoy the ride","Suggest quick and fun read, experience the story","Trilogies, short stories, western series"
AARH1Y1HWY7UO,"Dark romance, suspenseful storytelling","Beauty and the beast trope, romance novels",Engage in suspenseful storytelling with unique character perspectives,Read sweet and easy-flowing romance novels,"Dark romance, Kisses series novels"
AAUVEEG5YLZAX,beach watching sunset,books reading,enjoy reading books,recommend books,books
AAVR3MHZJSTSU,romance,"hockey, family, tragedy, love, journey","read for fun, enjoy the story","critique the story, compare to other books","erotica, romance, sexy stories, sports romance, comedy, BDSM, dark romance"
AAWWVH8V7DVX4,Romance,"Books, Reading","Recommend, Share","Entertain, Engage",Romance Novels
AAXG649HM1S5Q,"Romance, Fantasy, Science Fiction, Paranormal, M/F Relationships, Shifter Stories, Erotic Fiction, Steamy Scenes","Reading, Fantasy Worlds, Alpha Males, Sassy Heroines, Steamy Romance, Shifter Cultures, Supernatural Creatures","Provide Enjoyable Reading Experiences, Create Loyal Reader Bases, Deliver Well-Rounded Stories with Emotion, Drama, and Humor","Encourage Readers to Explore New Worlds, Introduce Diverse Characters and Relationships, Showcase Varying Themes and Genres","Ebooks, Novellas, Series Bundles, Paranormal Romance, Fantasy Fiction, Steamy Romance, Shifter Stories"
AAZ73E56LMN7V,"mystery, suspense, action, fantasy","light mystery, romance, humor","read edge of your seat stories, enjoy suspenseful plots","read light mystery, enjoy romance, have fun with humor","ebooks, series, standalone books"
AB0WXE9RJYX2T,watching Eric and Nick grow up,Cat Grant's books,enjoy reading,have seen more of,short stories
AB2F1REXB95PU,"Romance, Suspense, Mystery","Horror, Dark Fiction","Escaping reality, Finding hope","Surviving trauma, Conquering demons","Light-hearted, Easy reads"
AB5DP7AM479QJ,erotica,"romance, drama, family dynamics",entertainment,"connection, chemistry between characters","short stories, free books, series"
AB5UF9MPIYUK7,romance,fantasy,recommend,continue reading,novella
AB7M0MEP43IZZ,science fiction,"romance, drama, space stations",enjoy the story,imagine a space scenario,science fiction novels
ABCC2RQZKPVTN,Romance,"Paranormal, Mysteries",Enjoy reading romantic novels,Find books with complex plots and characters,"Erotic novels, Paranormal romance, Mysteries, Slow-paced love stories, Happy endings, Books with complex plots and characters"
ABCTITSJ5P6T8,"characters, book, storyline","time changes, genres","liked, loved, enjoyed","admit, thought, disappointed","book, series"
ABDR6IJ93HFIO,Cookbook,Meditation,Prepare healthy meals,Learn meditation techniques,Simple guides
ABEM75A84MZV0,"Romance, Fantasy, Love, Emotional Journeys","Suspense, Adventure, Heartbreak, Self-Discovery","Entertain, Connect Emotionally, Escape Reality","Challenge, Inspire, Educate, Engage","E-books, Series, Romantic Fiction, Fantasy, Suspense"
ABGK3RNJSLQ38,"thriller, mystery, murder, suspense","ecological disaster, romance, science fiction, horror, supernatural",fill leisure time,"tax brain, relax","thriller, mystery, murder, suspense, romance, science fiction, horror, supernatural, police procedural, legal thriller"
ABNH58ZSD46UN,"Tumblr pictures, opus of Society of Gentlemen, erotic shenanigans, romantic stories, historical fiction","cosplay, photography, fashion, pop culture","analyze Tumblr phrase, read KJ Charles series, review books, discuss LGBTQ+ issues","evaluate historical accuracy, critique writing style, provide feedback on character development","gay romance novels, MM series, LGBTQ+ fiction, historical fiction, romance anthologies"
ABNX7AFER0SHK,romance novels,,recommend reading,,books
ABNZCEB0CF7MP,"romance novels, love stories, character development","emotional rollercoasters, character traits, family dynamics","become immersed in a story, feel emotional connections with characters","evaluate character development, assess storyline credibility","romance novels, small town settings, steamy heat, happily ever afters"
